0	2977	2849
1	1586	245
2	628	1279
3	2207	2771
4	1872	409
5	994	1560
6	2979	2187
7	1840	542
8	243	1033
9	2698	2165
10	1702	157
11	898	1362
12	2364	2220
13	1112	972
14	399	1560
15	2267	2464
16	1302	917
17	152	1355
18	2767	2945
19	1091	242
20	413	1644
21	2343	2223
22	1151	379
23	795	1151
24	2233	2307
25	1745	318
26	60	1788
27	2888	2249
28	1846	134
29	632	1952
30	2701	2200
31	1698	718
32	833	1714
33	2189	2636
34	1069	973
35	568	1352
36	2253	2478
37	1351	169
38	326	1601
39	2992	2883
40	1775	240
41	772	1554
42	2110	2124
43	1193	677
44	40	1687
45	2298	2709
46	1938	534
47	985	1284
48	2347	2426
49	1504	550
50	561	1485
51	2022	2139
52	1600	136
53	683	1423
54	2600	2639
55	1196	176
56	405	1551
57	2343	2084
58	1272	821
59	881	1504
60	2473	2910
61	1225	430
62	769	1934
63	2081	2720
64	1082	706
65	815	1124
66	2675	2484
67	1561	247
68	747	1288
69	2776	2065
70	1501	699
71	890	1495
72	2086	2383
73	1013	483
74	8	1844
75	2444	2435
76	1434	209
77	179	1976
78	2396	2822
79	1903	928
80	204	1804
81	2733	2524
82	1311	371
83	509	1705
84	2142	2285
85	1419	465
86	522	1916
87	2055	2628
88	1531	235
89	752	1822
90	2974	2756
91	1003	260
92	686	1726
93	2259	2354
94	1936	802
95	929	1468
96	2515	2902
97	1247	175
98	841	1846
99	2652	2882
100	1701	455
101	39	1727
102	2533	2447
103	1554	798
104	904	1609
105	2677	2383
106	1116	753
107	866	1409
108	2645	2981
109	1275	47
110	948	1650
111	2877	2150
112	1521	187
113	240	1926
114	2750	2890
115	1212	448
116	317	1500
117	2418	2856
118	1666	780
119	590	1583
120	2151	2766
121	1211	662
122	161	1296
123	2594	2354
124	1690	321
125	103	1834
126	2463	2190
127	1357	393
128	937	1894
129	2576	2316
130	1434	205
131	861	1480
132	2668	2170
133	1923	129
134	384	1587
135	2509	2776
136	1068	669
137	435	1863
138	2704	2289
139	1192	820
140	197	1218
141	2842	2142
142	1658	708
143	24	1427
144	2016	2641
145	1130	252
146	116	1114
147	2069	2891
148	1541	304
149	904	1341
150	2517	2753
151	1750	510
152	906	1879
153	2871	2838
154	1308	897
155	790	1256
156	2233	2384
157	1756	550
158	309	1350
159	2492	2414
160	1763	817
161	820	1821
162	2539	2570
163	1911	902
164	653	1454
165	2494	2877
166	1799	219
167	975	1758
168	2414	2807
169	1272	992
170	186	1171
171	2371	2573
172	1064	502
173	438	1753
174	2492	2690
175	1314	821
176	196	1145
177	2548	2188
178	1140	855
179	543	1774
180	2657	2985
181	1718	426
182	9	1420
183	2410	2734
184	1371	164
185	961	1756
186	2202	2490
187	1508	81
188	142	1494
189	2818	2408
190	1435	66
191	741	1860
192	2343	2676
193	1793	606
194	572	1625
195	2499	2700
196	1121	728
197	348	1674
198	2581	2391
199	1758	504
200	891	1285
201	2144	2354
202	1853	539
203	837	1476
204	2332	2652
205	1353	92
206	723	1198
207	2995	2739
208	1649	162
209	723	1733
210	2016	2766
211	1473	68
212	119	1383
213	2490	2524
214	1854	998
215	316	1505
216	2371	2539
217	1929	891
218	243	1995
219	2469	2072
220	1367	418
221	844	1306
222	2438	2069
223	1776	565
224	128	1798
225	2220	2284
226	1933	242
227	172	1900
228	2751	2712
229	1706	669
230	755	1745
231	2803	2461
232	1311	74
233	560	1095
234	2312	2613
235	1257	674
236	540	1965
237	2183	2819
238	1409	796
239	181	1297
240	2448	2950
241	1360	907
242	365	1725
243	2555	2832
244	1694	117
245	743	1437
246	2707	2253
247	1916	2
248	830	1690
249	2810	2692
250	1367	89
251	700	1585
252	2066	2897
253	1932	720
254	476	1062
255	2085	2050
256	1051	153
257	725	1355
258	2689	2213
259	1960	345
260	352	1670
261	2211	2318
262	1126	963
263	380	1362
264	2154	2177
265	1536	97
266	35	1449
267	2600	2613
268	1922	111
269	206	1913
270	2399	2915
271	1383	421
272	984	1312
273	2156	2889
274	1433	549
275	126	1173
276	2150	2820
277	1746	988
278	615	1352
279	2307	2412
280	1958	485
281	861	1089
282	2084	2701
283	1970	283
284	897	1859
285	2983	2583
286	1818	914
287	108	1439
288	2873	2769
289	1183	377
290	360	1776
291	2529	2161
292	1437	363
293	155	1546
294	2106	2682
295	1071	610
296	870	1351
297	2612	2705
298	1852	137
299	995	1307
300	2512	2168
301	1615	441
302	891	1933
303	2976	2271
304	1819	339
305	237	1914
306	2250	2490
307	1639	792
308	113	1897
309	2317	2241
310	1546	39
311	87	1619
312	2673	2025
313	1636	784
314	693	1089
315	2333	2283
316	1820	638
317	39	1650
318	2574	2914
319	1171	666
320	176	1657
321	2778	2933
322	1728	894
323	621	1732
324	2865	2188
325	1020	816
326	460	1291
327	2975	2308
328	1728	279
329	665	1772
330	2006	2149
331	1023	54
332	236	1983
333	2877	2449
334	1250	909
335	107	1490
336	2644	2434
337	1410	833
338	9	1067
339	2396	2119
340	1957	415
341	418	1236
342	2573	2783
343	1568	647
344	623	1093
345	2824	2872
346	1775	647
347	268	1094
348	2671	2033
349	1015	785
350	245	1465
351	2444	2705
352	1471	897
353	879	1978
354	2384	2156
355	1575	376
356	260	1309
357	2462	2042
358	1530	846
359	323	1060
360	2229	2824
361	1734	249
362	880	1613
363	2533	2915
364	1552	779
365	143	1250
366	2645	2625
367	1028	229
368	274	1879
369	2498	2779
370	1558	768
371	303	1804
372	2523	2119
373	1079	251
374	82	1620
375	2263	2397
376	1478	748
377	370	1935
378	2109	2687
379	1480	569
380	47	1805
381	2435	2461
382	1045	314
383	72	1387
384	2271	2223
385	1234	163
386	799	1212
387	2184	2078
388	1906	677
389	492	1795
390	2389	2047
391	1408	578
392	502	1265
393	2466	2217
394	1201	362
395	516	1566
396	2136	2881
397	1420	898
398	605	1160
399	2493	2387
400	1756	336
401	178	1030
402	2085	2416
403	1899	129
404	698	1270
405	2599	2596
406	1666	133
407	610	1351
408	2696	2062
409	1263	335
410	835	1862
411	2732	2182
412	1964	925
413	481	1264
414	2652	2959
415	1573	133
416	119	1677
417	2721	2766
418	1785	282
419	929	1055
420	2819	2493
421	1509	124
422	5	1774
423	2608	2308
424	1064	269
425	590	1149
426	2878	2467
427	1233	581
428	892	1846
429	2902	2391
430	1486	996
431	209	1962
432	2229	2326
433	1883	471
434	213	1768
435	2029	2413
436	1597	204
437	334	1446
438	2088	2482
439	1693	75
440	764	1423
441	2989	2981
442	1000	503
443	93	1953
444	2157	2823
445	1032	131
446	458	1152
447	2460	2222
448	1518	488
449	83	1843
450	2973	2049
451	1993	61
452	565	1080
453	2622	2903
454	1884	760
455	31	1131
456	2275	2314
457	1353	922
458	143	1532
459	2388	2038
460	1609	642
461	66	1859
462	2512	2120
463	1476	714
464	547	1819
465	2669	2717
466	1606	437
467	390	1081
468	2372	2110
469	1752	754
470	733	1295
471	2839	2741
472	1113	144
473	255	1257
474	2100	2933
475	1895	786
476	421	1682
477	2001	2003
478	1626	35
479	571	1196
480	2656	2746
481	1746	42
482	57	1817
483	2737	2784
484	1118	61
485	448	1886
486	2516	2692
487	1560	938
488	574	1175
489	2815	2389
490	1862	577
491	35	1464
492	2863	2402
493	1316	930
494	100	1781
495	2562	2186
496	1666	556
497	993	1261
498	2551	2662
499	1063	590
500	865	1777
501	2437	2119
502	1993	42
503	854	1555
504	2600	2896
505	1381	542
506	706	1054
507	2776	2168
508	1245	364
509	277	1714
510	2983	2083
511	1370	438
512	947	1568
513	2997	2332
514	1789	527
515	558	1392
516	2330	2843
517	1208	878
518	711	1517
519	2808	2845
520	1214	217
521	687	1709
522	2828	2377
523	1953	579
524	286	1273
525	2457	2869
526	1152	73
527	305	1446
528	2566	2471
529	1697	512
530	848	1189
531	2799	2345
532	1128	767
533	283	1022
534	2520	2308
535	1994	99
536	992	1092
537	2407	2886
538	1928	764
539	753	1326
540	2112	2731
541	1052	808
542	552	1908
543	2234	2243
544	1291	31
545	899	1576
546	2634	2475
547	1886	929
548	806	1427
549	2653	2183
550	1571	832
551	452	1227
552	2121	2304
553	1169	205
554	540	1963
555	2601	2238
556	1908	144
557	542	1510
558	2221	2625
559	1473	446
560	734	1084
561	2438	2547
562	1968	334
563	536	1246
564	2570	2401
565	1779	572
566	222	1477
567	2707	2082
568	1567	190
569	406	1125
570	2810	2877
571	1552	115
572	757	1243
573	2746	2921
574	1226	924
575	358	1737
576	2160	2645
577	1372	625
578	3	1159
579	2656	2198
580	1365	437
581	43	1692
582	2364	2830
583	1306	679
584	368	1608
585	2591	2196
586	1516	280
587	455	1281
588	2873	2759
589	1392	550
590	482	1331
591	2223	2730
592	1060	493
593	872	1847
594	2845	2758
595	1760	35
596	875	1660
597	2595	2587
598	1408	173
599	921	1304
600	2964	2459
601	1398	824
602	402	1987
603	2707	2025
604	1741	141
605	34	1926
606	2376	2733
607	1371	543
608	691	1991
609	2917	2292
610	1418	89
611	526	1557
612	2463	2892
613	1068	390
614	776	1908
615	2980	2272
616	1916	961
617	982	1297
618	2802	2266
619	1360	693
620	64	1497
621	2507	2075
622	1627	549
623	348	1034
624	2936	2643
625	1422	643
626	644	1383
627	2247	2457
628	1533	438
629	470	1959
630	2840	2862
631	1399	119
632	652	1676
633	2491	2828
634	1210	620
635	757	1520
636	2819	2203
637	1006	331
638	836	1411
639	2260	2683
640	1590	798
641	675	1349
642	2850	2893
643	1952	415
644	379	1760
645	2376	2072
646	1636	123
647	309	1308
648	2476	2250
649	1540	480
650	774	1168
651	2674	2914
652	1618	600
653	323	1143
654	2273	2513
655	1320	956
656	633	1493
657	2342	2033
658	1165	43
659	853	1377
660	2083	2165
661	1857	491
662	891	1439
663	2656	2924
664	1578	204
665	971	1155
666	2901	2179
667	1593	892
668	887	1182
669	2478	2121
670	1509	555
671	52	1556
672	2096	2364
673	1990	377
674	257	1795
675	2102	2851
676	1879	678
677	484	1482
678	2210	2010
679	1425	794
680	446	1045
681	2696	2448
682	1352	874
683	287	1681
684	2040	2155
685	1797	855
686	561	1614
687	2299	2367
688	1759	192
689	336	1168
690	2366	2874
691	1518	531
692	962	1399
693	2157	2180
694	1751	922
695	625	1156
696	2864	2619
697	1554	414
698	964	1434
699	2640	2889
700	1772	843
701	106	1128
702	2108	2444
703	1936	41
704	110	1650
705	2961	2096
706	1205	208
707	402	1458
708	2751	2064
709	1635	986
710	405	1612
711	2525	2370
712	1377	152
713	251	1974
714	2999	2623
715	1472	189
716	557	1131
717	2292	2381
718	1712	720
719	773	1135
720	2099	2223
721	1084	758
722	147	1978
723	2754	2815
724	1411	392
725	572	1177
726	2033	2404
727	1811	259
728	155	1075
729	2613	2419
730	1092	317
731	358	1003
732	2696	2176
733	1072	943
734	645	1541
735	2233	2981
736	1851	615
737	449	1391
738	2962	2773
739	1096	466
740	819	1687
741	2351	2916
742	1214	497
743	327	1928
744	2852	2879
745	1821	191
746	419	1004
747	2305	2716
748	1426	954
749	636	1188
750	2905	2937
751	1294	963
752	717	1405
753	2460	2967
754	1920	662
755	99	1678
756	2395	2060
757	1839	930
758	438	1559
759	2723	2135
760	1292	877
761	747	1070
762	2707	2954
763	1141	709
764	846	1276
765	2601	2147
766	1476	913
767	890	1969
768	2070	2452
769	1229	998
770	111	1760
771	2442	2519
772	1704	570
773	818	1973
774	2986	2496
775	1842	184
776	84	1813
777	2731	2321
778	1190	623
779	759	1486
780	2880	2929
781	1720	403
782	488	1175
783	2523	2537
784	1113	63
785	165	1356
786	2101	2356
787	1786	276
788	38	1107
789	2090	2925
790	1672	480
791	508	1698
792	2453	2127
793	1123	687
794	593	1429
795	2347	2909
796	1474	558
797	704	1431
798	2340	2977
799	1465	85
800	755	1032
801	2177	2777
802	1655	401
803	404	1650
804	2261	2661
805	1619	204
806	705	1941
807	2604	2077
808	1032	22
809	788	1210
810	2594	2415
811	1476	262
812	981	1244
813	2611	2567
814	1751	983
815	29	1431
816	2872	2109
817	1347	940
818	285	1379
819	2186	2133
820	1039	692
821	500	1666
822	2060	2012
823	1659	621
824	503	1443
825	2569	2888
826	1105	723
827	293	1807
828	2001	2132
829	1239	100
830	839	1399
831	2467	2497
832	1356	195
833	129	1932
834	2109	2006
835	1507	430
836	327	1471
837	2698	2421
838	1097	378
839	87	1611
840	2562	2696
841	1889	271
842	570	1306
843	2541	2409
844	1989	753
845	20	1595
846	2578	2455
847	1357	210
848	757	1420
849	2936	2176
850	1850	51
851	740	1963
852	2667	2098
853	1811	189
854	55	1832
855	2532	2639
856	1115	882
857	168	1166
858	2470	2490
859	1310	429
860	662	1992
861	2792	2307
862	1620	986
863	569	1122
864	2090	2597
865	1324	375
866	255	1949
867	2520	2013
868	1331	335
869	681	1108
870	2815	2872
871	1241	664
872	770	1588
873	2933	2807
874	1755	297
875	176	1894
876	2095	2796
877	1148	544
878	758	1804
879	2047	2914
880	1548	773
881	878	1825
882	2629	2455
883	1364	531
884	642	1042
885	2392	2887
886	1339	25
887	694	1746
888	2529	2212
889	1268	627
890	712	1479
891	2636	2768
892	1941	472
893	172	1142
894	2015	2533
895	1483	320
896	447	1589
897	2607	2716
898	1192	381
899	723	1313
900	2603	2807
901	1719	517
902	943	1502
903	2820	2008
904	1253	37
905	21	1364
906	2734	2093
907	1315	514
908	475	1296
909	2124	2896
910	1451	549
911	314	1140
912	2836	2367
913	1466	484
914	229	1873
915	2094	2223
916	1394	875
917	930	1438
918	2580	2976
919	1119	602
920	638	1176
921	2860	2057
922	1913	987
923	8	1222
924	2888	2333
925	1145	768
926	680	1626
927	2512	2968
928	1278	547
929	699	1473
930	2074	2084
931	1280	6
932	641	1106
933	2626	2243
934	1045	269
935	85	1460
936	2381	2652
937	1262	960
938	272	1238
939	2639	2826
940	1704	320
941	194	1167
942	2854	2642
943	1368	316
944	146	1826
945	2442	2708
946	1216	106
947	144	1951
948	2297	2547
949	1717	290
950	770	1290
951	2532	2608
952	1987	767
953	453	1633
954	2578	2163
955	1618	490
956	276	1599
957	2134	2054
958	1297	724
959	441	1525
960	2671	2329
961	1681	291
962	862	1577
963	2417	2180
964	1706	163
965	745	1367
966	2120	2667
967	1780	808
968	569	1512
969	2462	2136
970	1969	900
971	229	1703
972	2751	2708
973	1713	943
974	443	1692
975	2094	2460
976	1670	41
977	61	1961
978	2707	2607
979	1788	713
980	600	1909
981	2049	2990
982	1714	194
983	388	1136
984	2572	2503
985	1151	768
986	10	1974
987	2030	2912
988	1851	203
989	145	1409
990	2437	2346
991	1924	349
992	415	1026
993	2666	2836
994	1575	59
995	18	1102
996	2624	2156
997	1387	116
998	463	1347
999	2590	2967
1000	1031	471
1001	200	1511
1002	2005	2555
1003	1623	983
1004	818	1906
1005	2822	2873
1006	1470	847
1007	454	1240
1008	2236	2798
1009	1493	745
1010	722	1887
1011	2031	2835
1012	1679	168
1013	655	1459
1014	2745	2943
1015	1563	904
1016	706	1558
1017	2172	2327
1018	1003	283
1019	207	1550
1020	2218	2940
1021	1350	765
1022	435	1690
1023	2552	2743
1024	1736	53
1025	751	1683
1026	2028	2906
1027	1676	91
1028	719	1538
1029	2114	2250
1030	1545	785
1031	355	1257
1032	2876	2078
1033	1887	826
1034	303	1024
1035	2876	2077
1036	1440	187
1037	577	1597
1038	2164	2818
1039	1636	738
1040	68	1973
1041	2089	2492
1042	1701	417
1043	534	1667
1044	2114	2040
1045	1483	52
1046	367	1903
1047	2481	2414
1048	1431	822
1049	354	1388
1050	2183	2437
1051	1455	47
1052	155	1862
1053	2710	2700
1054	1908	276
1055	513	1710
1056	2494	2056
1057	1576	725
1058	565	1828
1059	2328	2497
1060	1028	687
1061	916	1272
1062	2037	2710
1063	1984	555
1064	509	1783
1065	2137	2021
1066	1828	499
1067	61	1525
1068	2934	2966
1069	1487	715
1070	809	1942
1071	2801	2781
1072	1112	186
1073	20	1997
1074	2875	2466
1075	1262	169
1076	106	1420
1077	2730	2711
1078	1801	175
1079	677	1981
1080	2031	2557
1081	1770	559
1082	649	1672
1083	2188	2816
1084	1038	189
1085	820	1741
1086	2050	2633
1087	1760	492
1088	591	1978
1089	2067	2464
1090	1967	631
1091	29	1272
1092	2097	2429
1093	1318	962
1094	382	1259
1095	2590	2548
1096	1283	36
1097	82	1876
1098	2295	2794
1099	1980	549
1100	414	1640
1101	2622	2224
1102	1244	928
1103	600	1082
1104	2509	2136
1105	1441	600
1106	136	1988
1107	2449	2924
1108	1954	82
1109	248	1337
1110	2545	2576
1111	1861	976
1112	870	1224
1113	2750	2994
1114	1694	227
1115	880	1061
1116	2404	2221
1117	1291	193
1118	605	1898
1119	2290	2841
1120	1640	804
1121	239	1526
1122	2537	2405
1123	1367	961
1124	589	1058
1125	2477	2202
1126	1601	733
1127	921	1887
1128	2707	2710
1129	1358	43
1130	887	1178
1131	2583	2276
1132	1824	352
1133	769	1613
1134	2702	2644
1135	1087	80
1136	459	1405
1137	2010	2558
1138	1576	978
1139	524	1135
1140	2920	2204
1141	1276	966
1142	902	1981
1143	2602	2469
1144	1347	753
1145	934	1769
1146	2890	2349
1147	1352	891
1148	423	1220
1149	2765	2984
1150	1991	743
1151	186	1979
1152	2265	2400
1153	1662	374
1154	614	1159
1155	2204	2483
1156	1393	719
1157	720	1277
1158	2009	2522
1159	1796	985
1160	61	1743
1161	2598	2043
1162	1965	42
1163	270	1812
1164	2535	2397
1165	1704	377
1166	719	1550
1167	2542	2559
1168	1874	817
1169	955	1296
1170	2985	2445
1171	1468	126
1172	327	1456
1173	2735	2400
1174	1845	385
1175	627	1174
1176	2764	2656
1177	1340	126
1178	616	1272
1179	2953	2353
1180	1561	454
1181	663	1424
1182	2767	2617
1183	1438	692
1184	299	1024
1185	2603	2220
1186	1012	315
1187	444	1440
1188	2496	2230
1189	1564	793
