0	2416	2063
1	1553	228
2	649	1258
3	2342	2282
4	1995	336
5	697	1882
6	2956	2868
7	1786	737
8	427	1266
9	2201	2736
10	1203	622
11	2	1338
12	2424	2525
13	1129	283
14	454	1207
15	2623	2465
16	1055	423
17	521	1325
18	2308	2517
19	1655	182
20	407	1422
21	2656	2141
22	1701	538
23	609	1645
24	2300	2566
25	1721	916
26	11	1958
27	2347	2567
28	1111	213
29	29	1830
30	2682	2646
31	1188	342
32	644	1212
33	2600	2546
34	1059	808
35	478	1612
36	2530	2766
37	1220	564
38	111	1920
39	2216	2495
40	1423	19
41	305	1383
42	2159	2697
43	1777	384
44	548	1773
45	2856	2409
46	1499	365
47	747	1206
48	2349	2968
49	1312	708
50	802	1324
51	2871	2683
52	1037	313
53	905	1939
54	2602	2611
55	1423	509
56	681	1113
57	2443	2523
58	1594	879
59	969	1969
60	2787	2628
61	1563	69
62	331	1022
63	2716	2412
64	1179	109
65	736	1434
66	2377	2240
67	1743	187
68	879	1853
69	2754	2635
70	1989	820
71	327	1125
72	2799	2036
73	1234	277
74	538	1823
75	2205	2415
76	1190	107
77	913	1905
78	2690	2047
79	1146	323
80	257	1283
81	2857	2049
82	1484	796
83	272	1234
84	2958	2826
85	1162	343
86	467	1530
87	2290	2881
88	1763	519
89	69	1511
90	2295	2882
91	1040	450
92	710	1106
93	2203	2586
94	1489	82
95	734	1321
96	2668	2150
97	1518	363
98	462	1298
99	2152	2679
100	1794	22
101	106	1853
102	2910	2231
103	1172	803
104	458	1301
105	2369	2742
106	1611	922
107	580	1908
108	2354	2662
109	1771	672
110	183	1450
111	2109	2949
112	1232	207
113	490	1665
114	2197	2554
115	1096	155
116	566	1809
117	2170	2590
118	1540	905
119	680	1660
120	2451	2771
121	1663	670
122	188	1985
123	2927	2458
124	1668	766
125	691	1160
126	2878	2258
127	1560	689
128	973	1786
129	2598	2287
130	1149	673
131	948	1634
132	2947	2099
133	1916	384
134	727	1875
135	2452	2935
136	1291	663
137	815	1014
138	2446	2743
139	1012	252
